county,ck2_province,baronies,county_px,county_radius_px,distinct_slots,distinct_slots_inside_county,spread_all_slots_px,spread_inside_px,spread_inside_over_radius
c_vanorva,1141,2,5930,43.4,5,4,66.7,66.7,1.535
c_vargath,619,1,10934,59.0,7,5,85.7,33.6,0.57
c_varshum,1747,1,17425,74.5,7,4,5427.4,41.2,0.553
c_varyth,131,2,8422,51.8,5,5,62.6,62.6,1.21
c_vast_swamp,1564,1,2841,30.1,6,4,44.6,44.6,1.482
c_vaults_of_record,2545,1,5273,41.0,3,3,24.2,24.2,0.59
c_veilstone,212,1,3720,34.4,6,5,52.9,44.4,1.29
c_vekkak,1243,1,13116,64.6,5,5,66.9,66.9,1.036
c_velandilmur,2144,2,2871,30.2,4,3,48.6,37.0,1.224
c_velarswood,2601,2,2173,26.3,6,6,44.8,44.8,1.703
c_velprintalar,1024,4,2359,27.4,5,2,61.8,22.5,0.82
c_velsit,599,1,12907,64.1,6,5,105.2,96.6,1.507
c_venasca,822,1,14054,66.9,6,6,62.6,62.6,0.936
c_venne,496,2,6692,46.2,5,4,69.8,61.8,1.34
c_vercy_wood,1431,1,5193,40.7,7,5,5585.9,47.0,1.156
c_verdigris,2467,2,6958,47.1,4,4,26.1,26.1,0.554
c_veshit,415,2,2926,30.5,5,3,62.6,37.0,1.212
c_vintal,682,2,5014,40.0,7,5,76.9,62.8,1.571
c_vintor,120,3,5941,43.5,6,4,61.4,28.3,0.651
c_volothamp,150,4,6458,45.3,5,3,42.2,37.0,0.816
c_voonlar,2613,1,4024,35.8,4,4,53.2,53.2,1.485
c_vordrorn_forest,1436,1,3513,33.4,7,5,5494.1,50.8,1.519
c_vral,1776,1,31160,99.6,7,4,6849.1,57.1,0.574
c_vrandaks_grave,1438,1,15840,71.0,7,6,5483.7,66.6,0.939
c_vuerthyl,1065,1,11300,60.0,6,6,69.4,69.4,1.158
c_vyridian_forest,1703,1,6525,45.6,7,4,4446.2,51.6,1.133
c_wahasha,1624,1,2944,30.6,3,2,26.9,23.3,0.762
c_wakrawa,1549,1,15154,69.5,4,4,33.0,33.0,0.475
c_wang,1368,2,19342,78.5,7,7,95.0,95.0,1.211
c_wards_islands,1123,1,482,12.4,7,2,59.8,19.0,1.532
c_warfields,1748,1,17838,75.4,7,4,5115.7,51.4,0.682
c_warmshores,255,2,1544,22.2,7,2,133.8,8.9,0.403
c_wasat,1461,4,4461,37.7,5,4,32.9,23.9,0.633
c_watchers_cape,633,1,5564,42.1,5,4,63.1,62.6,1.488
c_watchwall,1427,2,1424,21.3,7,6,5545.8,43.4,2.039
c_waterdeep,1,4,2053,25.6,7,5,45.0,35.1,1.374
c_wave_rocks,219,1,584,13.6,7,3,52.9,20.6,1.512
c_wavecrest,1208,1,238,8.7,7,2,4893.7,2.0,0.23
c_weathercote_wood,305,3,5370,41.3,6,5,52.9,42.6,1.031
c_weifei,1369,3,18290,76.3,7,6,73.8,59.3,0.777
c_well_of_dragons,115,3,7450,48.7,5,5,62.6,62.6,1.286
c_wellspring_hills,1394,1,35873,106.9,7,6,7901.9,59.7,0.559
c_wertikak,1256,1,11301,60.0,6,5,52.8,52.8,0.881
c_west_lethyr,991,1,9503,55.0,7,5,73.7,37.1,0.675
c_west_nanayok,2405,1,22953,85.5,5,5,61.1,61.1,0.715
c_west_rendai,1306,1,38507,110.7,5,5,62.6,62.6,0.566
c_west_road,1308,2,38677,111.0,5,5,69.9,69.9,0.63
c_west_tejarn,136,2,8910,53.3,3,3,23.8,23.8,0.446
c_west_toadsquat,1743,1,14545,68.0,7,4,4828.8,39.1,0.574
c_westbay,829,2,6623,45.9,6,4,87.0,37.0,0.806
c_westfells,2439,1,9168,54.0,3,3,24.2,24.2,0.447
c_westgate,190,5,3303,32.4,6,4,53.2,44.7,1.377
c_westgulth,571,1,12567,63.2,5,4,62.6,41.4,0.655
c_westmark,203,1,10855,58.8,5,5,62.6,62.6,1.065
c_westphal,220,1,1601,22.6,7,3,54.1,42.2,1.869
c_westwood,307,1,2755,29.6,6,5,54.6,45.4,1.533
c_whalers_end,2640,1,516,12.8,7,6,23.9,17.0,1.326
c_whamite_isles,1135,1,128,6.4,5,0,62.6,0.0,0.0
c_white_coast,692,2,4092,36.1,5,2,80.1,23.3,0.646
c_white_ford,2576,1,2070,25.7,4,3,46.8,46.8,1.821
c_white_hills,1415,3,16378,72.2,7,6,7840.7,58.9,0.815
c_whitehorn,352,1,9572,55.2,5,5,45.7,45.7,0.828
c_wide_cascades,1297,1,21797,83.3,5,5,62.6,62.6,0.752
c_widestep,193,1,10326,57.3,7,5,103.9,67.1,1.171
c_wild_hills,2532,1,5657,42.4,3,3,31.0,31.0,0.731
c_wild_yak_meadows,969,1,29193,96.4,6,6,65.9,65.9,0.683
c_wildergroves,1153,3,3969,35.5,7,7,77.5,77.5,2.18
c_wildstorm_vale,458,1,7957,50.3,6,5,51.9,51.9,1.032
c_winding_river,1444,1,8729,52.7,7,5,5000.9,64.1,1.215
c_windspear_hills,2535,2,4005,35.7,3,3,23.3,23.3,0.654
c_windswept_plain,2391,1,2112,25.9,5,4,43.0,31.6,1.22
c_wintercloak,601,1,6259,44.6,6,4,75.8,50.0,1.12
c_winterglen,323,2,4426,37.5,5,4,63.6,62.6,1.668
c_winterkeep,903,1,24835,88.9,6,5,113.2,62.6,0.704
c_winters_edge,1435,1,5892,43.3,7,5,5569.4,53.5,1.236
c_wintersburn,390,1,38438,110.6,5,5,62.6,62.6,0.566
c_wolfwoods,620,1,12632,63.4,5,4,62.6,62.6,0.988
c_womford,2429,2,6932,47.0,4,4,28.0,28.0,0.596
c_wood_of_flam,1423,1,6527,45.6,7,5,5719.4,37.2,0.816
c_wood_of_sharp_teeth,2529,1,9675,55.5,4,4,29.8,29.8,0.538
c_wrecking_coast,1635,1,4094,36.1,4,3,44.1,44.1,1.222
c_wrights_ferry,2610,1,2687,29.2,6,6,39.5,39.5,1.349
c_wyngate,325,2,2790,29.8,5,3,53.0,44.2,1.483
c_wyrmdoom_crag,2587,1,1189,19.5,6,6,29.5,29.5,1.518
c_wyrms_tooth,2424,2,1513,21.9,3,2,24.2,14.1,0.644
c_wyvernwater,250,3,2068,25.7,7,6,52.6,46.8,1.822
c_xair,1336,1,34583,104.9,5,5,62.6,62.6,0.597
c_xiltor,760,1,4492,37.8,7,6,54.8,41.9,1.108
c_xirev,2386,1,3624,34.0,5,5,57.0,57.0,1.678
c_xoraar,2152,2,2556,28.5,4,3,42.2,42.2,1.48
c_xorhun,244,2,7042,47.3,3,3,23.3,23.3,0.491
c_xuheing,1768,1,18985,77.7,7,4,7840.1,56.0,0.72
c_xul_jarak,2546,2,3147,31.6,3,2,23.8,14.1,0.447
c_yaks_horn,962,2,23713,86.9,5,4,68.9,57.7,0.664
c_yallasch,477,2,2403,27.7,6,4,51.9,39.5,1.427
c_yao_sai,1365,2,26083,91.1,5,5,62.6,62.6,0.687
c_yarlhang_la,974,1,19580,78.9,5,5,67.5,67.5,0.855
c_yarrat,1550,1,8146,50.9,5,4,139.3,53.1,1.042
c_yartar,156,4,7669,49.4,7,6,52.9,45.4,0.919
c_yarthrain,96,1,10920,59.0,7,7,64.1,64.1,1.088
c_yaulazna,656,1,10736,58.5,6,4,52.9,40.3,0.69
c_yaunoroth,2446,2,2012,25.3,4,4,32.4,32.4,1.282
c_yegororyanen,915,1,21704,83.1,6,6,61.8,61.8,0.744
c_yellow_serpent,815,1,12606,63.3,7,6,980.1,60.9,0.961
c_yenching,1302,4,20768,81.3,5,5,62.6,62.6,0.77
c_yeshpek,160,2,5411,41.5,5,4,71.6,62.6,1.509
c_yhaunn,261,4,6924,46.9,6,4,59.8,36.2,0.772
c_yhep,174,2,14679,68.4,5,4,76.1,62.6,0.916
c_yidyn,908,1,45605,120.5,7,6,302.8,58.9,0.489
c_yinazzil,1492,3,4478,37.8,4,3,52.9,33.0,0.874
c_ylraphon,271,2,3958,35.5,5,3,54.2,48.0,1.353
c_yohun_fields,1319,1,4763,38.9,5,4,62.6,41.4,1.063
c_yorash,566,1,20027,79.8,5,5,63.7,63.7,0.798
c_yorduul,1731,1,12080,62.0,7,4,3191.8,35.2,0.568
c_ysawis,1486,3,7223,47.9,4,3,66.8,22.5,0.469
c_yudol,1764,1,37019,108.6,7,4,7067.6,68.0,0.627
c_yuirwood,1057,3,7412,48.6,3,3,24.2,24.2,0.498
c_yulash,267,3,4174,36.5,5,3,55.2,40.3,1.106
c_yumbu_shan,983,2,2097,25.8,7,3,66.5,18.9,0.73
c_zabad,718,4,8734,52.7,5,5,62.6,62.6,1.188
c_zabbasz,1212,3,6902,46.9,7,4,5287.7,79.1,1.687
c_zada,1775,1,18093,75.9,7,4,6136.4,58.6,0.772
c_zamazda,412,2,5123,40.4,5,4,62.6,62.6,1.551
c_zamsgrove,610,1,18876,77.5,6,6,68.4,68.4,0.883
c_zanda_tholing,965,1,23188,85.9,5,5,62.6,62.6,0.729
c_zanhoriloch,2451,2,1331,20.6,3,3,27.3,27.3,1.326
c_zanzazzar,474,1,10862,58.8,5,5,61.8,61.8,1.052
c_zarif,1465,3,7506,48.9,5,4,82.6,41.8,0.855
c_zayir,1469,2,5796,43.0,4,3,51.0,22.0,0.512
c_zaym,1589,2,5639,42.4,5,4,67.7,24.2,0.57
c_zaz_in_vintor,1572,3,2906,30.4,7,3,3731.2,22.8,0.75
c_zeibiley,2121,3,6015,43.8,5,4,62.6,62.6,1.431
c_zelbross,59,3,3655,34.1,6,5,65.1,59.1,1.734
c_zelpir,759,2,4174,36.5,5,3,63.3,36.7,1.007
c_zendar,805,3,6869,46.8,6,3,51.9,23.3,0.499
c_zendum,804,4,16128,71.6,5,4,77.6,77.6,1.083
c_zhentil_keep,266,4,3442,33.1,7,5,52.6,30.0,0.905
c_zhoman,1772,1,35406,106.2,7,4,8070.2,54.7,0.515
c_zill,1462,2,4799,39.1,4,3,41.5,22.8,0.584
c_zoahua,1307,2,44596,119.1,5,5,69.9,69.9,0.586
c_zoajing,2482,3,36877,108.3,3,3,24.2,24.2,0.223
c_zolum,1049,3,6964,47.1,6,5,51.7,42.0,0.892
c_zoundar,1732,1,9283,54.4,7,4,3347.0,44.8,0.824
c_zoy_zando,1782,1,11886,61.5,7,3,6795.2,39.6,0.644
c_zundbridge,1445,2,1337,20.6,7,5,43.3,37.1,1.796
c_zutria,2431,2,4346,37.2,3,3,23.3,23.3,0.625
c_zuwaruk,1450,1,6855,46.7,5,4,44.1,30.0,0.642
c_zzuntal,651,2,12776,63.8,5,5,62.6,62.6,0.982
