ck2_code,occurrences,scope_chain,function,status,ck3_code,evidence
[dark_divorce_target.GetSheHe],8,dark_divorce_target,GetSheHe,named_scope,[dark_divorce_target.GetSheHe],Faerun/Faerun/localisation/13_mnm_devil_worshipers_events.csv:45
[corrupt_priest_target.GetIlElleCap],8,corrupt_priest_target,GetIlElleCap,custom,[corrupt_priest_target.Custom('GetIlElleCap')],Faerun/Faerun/localisation/13_mnm_devil_worshipers_events.csv:53
[satanic_reveler.GetBestNameWithoutRegnalNumber],8,satanic_reveler,GetBestNameWithoutRegnalNumber,custom_unverified,[satanic_reveler.Custom('GetBestNameWithoutRegnalNumber')],Faerun/Faerun/localisation/13_mnm_devil_worshipers_events.csv:102
[satanist.GetTitledFirstName],8,satanist,GetTitledFirstName,named_scope,[satanist.GetTitledFirstName],Faerun/Faerun/localisation/13_mnm_devil_worshipers_events.csv:372
[GetEducationActivity],8,,GetEducationActivity,custom,[ROOT.Char.Custom('GetEducationActivity')],Faerun/Faerun/localisation/15_HFP_duel_events.csv:2
[From.GetPublicOpinionOfWork],8,From,GetPublicOpinionOfWork,custom,[ck2_from.Custom('GetPublicOpinionOfWork')],Faerun/Faerun/localisation/15_HFP_duel_events.csv:4
[other_combatant.GetBestName],8,other_combatant,GetBestName,named_scope,[other_combatant.GetTitledFirstName],Faerun/Faerun/localisation/15_HFP_duel_events.csv:5
[other_combatant.GetButAndYet],8,other_combatant,GetButAndYet,custom,[other_combatant.Custom('GetButAndYet')],Faerun/Faerun/localisation/15_HFP_duel_events.csv:5
[Root.GetButAndYet],8,Root,GetButAndYet,custom,[ROOT.Char.Custom('GetButAndYet')],Faerun/Faerun/localisation/15_HFP_duel_events.csv:6
[other_combatant.Geteinemeiner],8,other_combatant,Geteinemeiner,custom,[other_combatant.Custom('Geteinemeiner')],Faerun/Faerun/localisation/15_HFP_duel_events.csv:6
[other_combatant.GetPoisonDefense],8,other_combatant,GetPoisonDefense,custom,[other_combatant.Custom('GetPoisonDefense')],Faerun/Faerun/localisation/15_HFP_duel_events.csv:16
[other_combatant.Get_du_TitledFirstName],8,other_combatant,Get_du_TitledFirstName,custom,[other_combatant.Custom('Get_du_TitledFirstName')],Faerun/Faerun/localisation/15_HFP_duel_events.csv:16
[Root.GetPoisonSpeculation],8,Root,GetPoisonSpeculation,custom,[ROOT.Char.Custom('GetPoisonSpeculation')],Faerun/Faerun/localisation/15_HFP_duel_events.csv:17
[Root.GetKillingBlowOnMeShort],8,Root,GetKillingBlowOnMeShort,custom,[ROOT.Char.Custom('GetKillingBlowOnMeShort')],Faerun/Faerun/localisation/15_HFP_duel_events.csv:18
[Root.GetForgiveReject],8,Root,GetForgiveReject,custom,[ROOT.Char.Custom('GetForgiveReject')],Faerun/Faerun/localisation/15_HFP_duel_events.csv:22
[hero_character.GetSisterBrother],8,hero_character,GetSisterBrother,custom,[hero_character.Custom('GetSisterBrother')],Faerun/Faerun/localisation/15_HFP_duel_events.csv:27
[combatant_1.GetDuelWeapon],8,combatant_1,GetDuelWeapon,custom,[combatant_1.Custom('GetDuelWeapon')],Faerun/Faerun/localisation/15_HFP_duel_events.csv:37
[Root.GetKillingBlowOnMe],8,Root,GetKillingBlowOnMe,custom,[ROOT.Char.Custom('GetKillingBlowOnMe')],Faerun/Faerun/localisation/15_HFP_duel_events.csv:45
[other_combatant.GetKillingBlowOnMe],8,other_combatant,GetKillingBlowOnMe,custom,[other_combatant.Custom('GetKillingBlowOnMe')],Faerun/Faerun/localisation/15_HFP_duel_events.csv:46
[other_combatant.Get_au_BodyPartInjured],8,other_combatant,Get_au_BodyPartInjured,custom,[other_combatant.Custom('Get_au_BodyPartInjured')],Faerun/Faerun/localisation/15_HFP_duel_events.csv:52
[GetWeaponDescriptionPositive],8,,GetWeaponDescriptionPositive,custom,[ROOT.Char.Custom('GetWeaponDescriptionPositive')],Faerun/Faerun/localisation/15_HFP_duel_events.csv:54
[GetBeforeDuelDescription1],8,,GetBeforeDuelDescription1,custom,[ROOT.Char.Custom('GetBeforeDuelDescription1')],Faerun/Faerun/localisation/15_HFP_duel_events.csv:54
[GetDuringDuelDescription1],8,,GetDuringDuelDescription1,custom,[ROOT.Char.Custom('GetDuringDuelDescription1')],Faerun/Faerun/localisation/15_HFP_duel_events.csv:54
[GetAfterDuelDescription1],8,,GetAfterDuelDescription1,custom,[ROOT.Char.Custom('GetAfterDuelDescription1')],Faerun/Faerun/localisation/15_HFP_duel_events.csv:54
[other_combatant.Get_le_TitledName],8,other_combatant,Get_le_TitledName,custom,[other_combatant.Custom('Get_le_TitledName')],Faerun/Faerun/localisation/15_HFP_duel_events.csv:57
[GetWeaponDescriptionNegative],8,,GetWeaponDescriptionNegative,custom,[ROOT.Char.Custom('GetWeaponDescriptionNegative')],Faerun/Faerun/localisation/15_HFP_duel_events.csv:63
[GetDuringDuelDescription2],8,,GetDuringDuelDescription2,custom,[ROOT.Char.Custom('GetDuringDuelDescription2')],Faerun/Faerun/localisation/15_HFP_duel_events.csv:63
[GetSeverityOfInjuryCap],8,,GetSeverityOfInjuryCap,custom,[ROOT.Char.Custom('GetSeverityOfInjuryCap')],Faerun/Faerun/localisation/15_HFP_duel_events.csv:64
[GetSeverityOfInjury],8,,GetSeverityOfInjury,custom,[ROOT.Char.Custom('GetSeverityOfInjury')],Faerun/Faerun/localisation/15_HFP_duel_events.csv:73
[Root.GetSeverityOfInjury],8,Root,GetSeverityOfInjury,custom,[ROOT.Char.Custom('GetSeverityOfInjury')],Faerun/Faerun/localisation/15_HFP_duel_events.csv:75
[other_combatant.GetRootMatchingPersonalityStreak],8,other_combatant,GetRootMatchingPersonalityStreak,custom,[other_combatant.Custom('GetRootMatchingPersonalityStreak')],Faerun/Faerun/localisation/15_HFP_duel_events.csv:86
[advisor_target.GetFirstName],8,advisor_target,GetFirstName,named_scope,[advisor_target.GetFirstName],Faerun/Faerun/localisation/15_HFP_duel_events.csv:103
[advisor_target.GetHerHis],8,advisor_target,GetHerHis,named_scope,[advisor_target.GetHerHis],Faerun/Faerun/localisation/15_HFP_duel_events.csv:103
[random_rival_target.GetFirstName],8,random_rival_target,GetFirstName,named_scope,[random_rival_target.GetFirstName],Faerun/Faerun/localisation/15_HFP_duel_events.csv:122
[GetDuelType],8,,GetDuelType,custom,[ROOT.Char.Custom('GetDuelType')],Faerun/Faerun/localisation/15_HFP_duel_events.csv:128
[craven_ruler.GetRootRelation],8,craven_ruler,GetRootRelation,custom,[craven_ruler.Custom('GetRootRelation')],Faerun/Faerun/localisation/15_HFP_duel_events.csv:220
[battlefield_location.Capital.GetName],8,battlefield_location.Capital,GetName,named_scope,[battlefield_location.GetCapitalLocation.GetName],Faerun/Faerun/localisation/15_HF_battle_events.csv:25
[target.GetTitledFirstName],8,target,GetTitledFirstName,named_scope,[target.GetTitledFirstName],Faerun/Faerun/localisation/15_HF_battle_events.csv:63
[my_dear.GetRootRelation],8,my_dear,GetRootRelation,custom,[my_dear.Custom('GetRootRelation')],Faerun/Faerun/localisation/15_HF_battle_events.csv:77
[my_dear.GetFirstName],8,my_dear,GetFirstName,named_scope,[my_dear.GetFirstName],Faerun/Faerun/localisation/15_HF_battle_events.csv:77
[enemy_commander.GetFirstName],8,enemy_commander,GetFirstName,named_scope,[enemy_commander.GetFirstName],Faerun/Faerun/localisation/15_HF_battle_events.csv:103
[home_commander.GetRootRelation],8,home_commander,GetRootRelation,custom,[home_commander.Custom('GetRootRelation')],Faerun/Faerun/localisation/15_HF_battle_events.csv:174
[enemy_commander.GetBrotherSister],8,enemy_commander,GetBrotherSister,named_scope,[enemy_commander.Custom('SisterBrother')],Faerun/Faerun/localisation/15_HF_battle_events.csv:192
[commander_to_the_rescue.GetRootRelation],8,commander_to_the_rescue,GetRootRelation,custom,[commander_to_the_rescue.Custom('GetRootRelation')],Faerun/Faerun/localisation/15_HF_battle_events.csv:200
[dueling_weapon_1.GetName],8,dueling_weapon_1,GetName,named_scope,[dueling_weapon_1.GetName],Faerun/Faerun/localisation/HolyFury.csv:155
[converting_king.GetHerHim],8,converting_king,GetHerHim,named_scope,[converting_king.GetHerHim],Faerun/Faerun/localisation/HolyFury.csv:369
[sponsoring_king.Get_E],8,sponsoring_king,Get_E,custom,[sponsoring_king.Custom('Get_E')],Faerun/Faerun/localisation/HolyFury.csv:391
[From.GetDelDela],8,From,GetDelDela,custom,[ck2_from.Custom('GetDelDela')],Faerun/Faerun/localisation/HolyFury.csv:552
[Root.GetCrownedByName],8,Root,GetCrownedByName,custom,[ROOT.Char.Custom('GetCrownedByName')],Faerun/Faerun/localisation/HolyFury.csv:608
[coronation_knight.GetFirstName],8,coronation_knight,GetFirstName,named_scope,[coronation_knight.GetFirstName],Faerun/Faerun/localisation/HolyFury.csv:900
[coronation_scholar.GetTitledFirstName],8,coronation_scholar,GetTitledFirstName,named_scope,[coronation_scholar.GetTitledFirstName],Faerun/Faerun/localisation/HolyFury.csv:915
[coronation_priest.GetDerDie],8,coronation_priest,GetDerDie,custom,[coronation_priest.Custom('GetDerDie')],Faerun/Faerun/localisation/HolyFury.csv:938
[From.Liege.GetLordLady],8,From.Liege,GetLordLady,mapped,[ck2_from.GetLiege.GetLadyLord],Faerun/Faerun/localisation/HolyFury.csv:1058
[text_target.Get_E],8,text_target,Get_E,custom,[text_target.Custom('Get_E')],Faerun/Faerun/localisation/HolyFury.csv:1481
[Root.GetRegionalFerociousAnimal],8,Root,GetRegionalFerociousAnimal,custom,[ROOT.Char.Custom('GetRegionalFerociousAnimal')],Faerun/Faerun/localisation/HolyFury.csv:1491
[From.GetHersHis],8,From,GetHersHis,custom_unverified,[ck2_from.Custom('GetHersHis')],Faerun/Faerun/localisation/HolyFury.csv:1872
[Root.GetPapalOrgyIntro],8,Root,GetPapalOrgyIntro,custom,[ROOT.Char.Custom('GetPapalOrgyIntro')],Faerun/Faerun/localisation/HolyFury.csv:1923
[Root.GetOnOna],8,Root,GetOnOna,custom,[ROOT.Char.Custom('GetOnOna')],Faerun/Faerun/localisation/HolyFury.csv:2005
[FromFromFrom.Get_le_TitledFirstName],8,FromFromFrom,Get_le_TitledFirstName,custom,[ck2_fromfromfrom.Custom('Get_le_TitledFirstName')],Faerun/Faerun/localisation/HolyFury.csv:2650
[baptizing_satanist_per.GetFirstName],8,baptizing_satanist_per,GetFirstName,named_scope,[baptizing_satanist_per.GetFirstName],Faerun/Faerun/localisation/HolyFury.csv:3034
[child_of_destiny.GetAlAla],8,child_of_destiny,GetAlAla,custom,[child_of_destiny.Custom('GetAlAla')],Faerun/Faerun/localisation/HolyFury.csv:3057
[FromFrom.Get_du_TitledFirstNameJ],8,FromFrom,Get_du_TitledFirstNameJ,custom,[ck2_fromfrom.Custom('Get_du_TitledFirstNameJ')],Faerun/Faerun/localisation/HolyFury.csv:3091
[sway_target.GetHerHis],8,sway_target,GetHerHis,named_scope,[sway_target.GetHerHis],Faerun/Faerun/localisation/HolyFury.csv:3148
[Root.GetLoLa],8,Root,GetLoLa,custom,[ROOT.Char.Custom('GetLoLa')],Faerun/Faerun/localisation/HolyFury.csv:3360
[antagonize_target.Capital.GetName],8,antagonize_target.Capital,GetName,named_scope,[antagonize_target.GetCapitalLocation.GetName],Faerun/Faerun/localisation/HolyFury.csv:3696
[GetWarriorLodgeTrainingDesc],8,,GetWarriorLodgeTrainingDesc,custom,[ROOT.Char.Custom('GetWarriorLodgeTrainingDesc')],Faerun/Faerun/localisation/HolyFury.csv:4387
[fellow_member.Getderdie],8,fellow_member,Getderdie,custom,[fellow_member.Custom('Getderdie')],Faerun/Faerun/localisation/HolyFury.csv:4391
[great_conqueror.GetFullName],8,great_conqueror,GetFullName,named_scope,[great_conqueror.GetName],Faerun/Faerun/localisation/HolyFury.csv:4443
[russian.GetName],8,russian,GetName,named_scope,[russian.GetName],Faerun/Faerun/localisation/HolyFury.csv:4459
[scottish.GetName],8,scottish,GetName,named_scope,[scottish.GetName],Faerun/Faerun/localisation/HolyFury.csv:4460
[GetChristName],8,,GetChristName,custom,[ROOT.Char.Custom('GetChristName')],Faerun/Faerun/localisation/HolyFury.csv:4508
[GetJewryName],8,,GetJewryName,custom,[ROOT.Char.Custom('GetJewryName')],Faerun/Faerun/localisation/HolyFury.csv:4607
[nestorian.GetName],8,nestorian,GetName,named_scope,[nestorian.GetName],Faerun/Faerun/localisation/HolyFury.csv:4664
[miaphysite.GetName],8,miaphysite,GetName,named_scope,[miaphysite.GetName],Faerun/Faerun/localisation/HolyFury.csv:4665
[bodpa.GetName],8,bodpa,GetName,named_scope,[bodpa.GetName],Faerun/Faerun/localisation/HolyFury.csv:4677
[target_ruler.Culture.GetGroupName],8,target_ruler.Culture,GetGroupName,named_scope,[target_ruler.GetCulture.GetReligion.GetName],Faerun/Faerun/localisation/HolyFury.csv:4705
[old_frankish.GetName],8,old_frankish,GetName,named_scope,[old_frankish.GetName],Faerun/Faerun/localisation/HolyFury.csv:4915
[This.Founder.Getderdie],8,This.Founder,Getderdie,unmapped,<!CK2:This.Founder.Getderdie!>,Faerun/Faerun/localisation/HolyFury.csv:5017
[Root.GetTitleFirstName],8,Root,GetTitleFirstName,custom_unverified,[ROOT.Char.Custom('GetTitleFirstName')],Faerun/Faerun/localisation/HolyFury.csv:5040
[renaming_target.Religion.GetName],8,renaming_target.Religion,GetName,named_scope,[renaming_target.GetFaith.GetName],Faerun/Faerun/localisation/HolyFury.csv:5059
[child_of_destiny.Religion.GetPriestTitle],8,child_of_destiny.Religion,GetPriestTitle,named_scope,[child_of_destiny.GetFaith.PriestNeuter],Faerun/Faerun/localisation/HolyFury.csv:5104
[child_of_destiny.Religion.GetName],8,child_of_destiny.Religion,GetName,named_scope,[child_of_destiny.GetFaith.GetName],Faerun/Faerun/localisation/HolyFury.csv:5104
[child_of_destiny.Religion.GetHighGodName],8,child_of_destiny.Religion,GetHighGodName,named_scope,[child_of_destiny.GetFaith.HighGodName],Faerun/Faerun/localisation/HolyFury.csv:5104
[great_warrior_target.GetFirstName],8,great_warrior_target,GetFirstName,named_scope,[great_warrior_target.GetFirstName],Faerun/Faerun/localisation/HolyFury.csv:5121
[recruiting_parent.GetFatherMotherCap],8,recruiting_parent,GetFatherMotherCap,named_scope,[recruiting_parent.Custom('MotherFather')|U],Faerun/Faerun/localisation/HolyFury.csv:5232
[Recipient.GetFirstName],8,Recipient,GetFirstName,named_scope,[Recipient.GetFirstName],Faerun/Faerun/localisation/HolyFury.csv:5450
[saint_person.GetSheHeCap],8,saint_person,GetSheHeCap,named_scope,[saint_person.GetSheHe|U],Faerun/Faerun/localisation/HolyFury.csv:5481
[saint_person.Getderdie],8,saint_person,Getderdie,custom,[saint_person.Custom('Getderdie')],Faerun/Faerun/localisation/HolyFury.csv:5481
[saint_person.GetXA],8,saint_person,GetXA,custom,[saint_person.Custom('GetXA')],Faerun/Faerun/localisation/HolyFury.csv:5481
[canonizer_person.GetBestName],8,canonizer_person,GetBestName,named_scope,[canonizer_person.GetTitledFirstName],Faerun/Faerun/localisation/HolyFury.csv:5489
[saint_person.GetManWoman],8,saint_person,GetManWoman,custom,[saint_person.Custom('GetManWoman')],Faerun/Faerun/localisation/HolyFury.csv:5496
[GetJesus],8,,GetJesus,custom,[ROOT.Char.Custom('GetJesus')],Faerun/Faerun/localisation/HolyFury.csv:5500
[Root.province_saint.GetFirstName],8,Root.province_saint,GetFirstName,unmapped,<!CK2:Root.province_saint.GetFirstName!>,Faerun/Faerun/localisation/HolyFury.csv:5603
[pilgrimage_destination.province_saint.GetDuDela],8,pilgrimage_destination.province_saint,GetDuDela,unmapped,<!CK2:pilgrimage_destination.province_saint.GetDuDela!>,Faerun/Faerun/localisation/HolyFury.csv:5696
[local_burial_tomb.province_saint.GetFirstNameWithNick],8,local_burial_tomb.province_saint,GetFirstNameWithNick,unmapped,<!CK2:local_burial_tomb.province_saint.GetFirstNameWithNick!>,Faerun/Faerun/localisation/HolyFury.csv:5848
[target_burial_site.GetName],8,target_burial_site,GetName,named_scope,[target_burial_site.GetName],Faerun/Faerun/localisation/HolyFury.csv:5874
[sway_target.Get_du_TitledFirstName],8,sway_target,Get_du_TitledFirstName,custom,[sway_target.Custom('Get_du_TitledFirstName')],Faerun/Faerun/localisation/HolyFury.csv:5898
[scoped_artifact.GetName],8,scoped_artifact,GetName,named_scope,[scoped_artifact.GetName],Faerun/Faerun/localisation/HolyFury.csv:6324
[From.GetHusbandWifeOpp],8,From,GetHusbandWifeOpp,mapped,[ck2_from.GetWifeHusband],Faerun/Faerun/localisation/HolyFury.csv:6368
[target_consort.GetTitledFirstNameNoRegnal],8,target_consort,GetTitledFirstNameNoRegnal,named_scope,[target_consort.GetTitledFirstName],Faerun/Faerun/localisation/HolyFury.csv:6787
[From.baptizing_satanist_per.GetFirstName],8,From.baptizing_satanist_per,GetFirstName,unmapped,<!CK2:From.baptizing_satanist_per.GetFirstName!>,Faerun/Faerun/localisation/HolyFury.csv:6800
[defeated_emperor.GetOnlyDynastyName],8,defeated_emperor,GetOnlyDynastyName,named_scope,[defeated_emperor.GetHouse.GetBaseName],Faerun/Faerun/localisation/HolyFury.csv:7042
[tengri_pagan_reformed.GetName],8,tengri_pagan_reformed,GetName,named_scope,[tengri_pagan_reformed.GetName],Faerun/Faerun/localisation/HolyFury.csv:7084
[zun_pagan.GetName],8,zun_pagan,GetName,named_scope,[zun_pagan.GetName],Faerun/Faerun/localisation/HolyFury.csv:7094
[scoped_slavic_savior.GetFirstName],8,scoped_slavic_savior,GetFirstName,named_scope,[scoped_slavic_savior.GetFirstName],Faerun/Faerun/localisation/HolyFury.csv:7116
[baltic_pagan_reformed.GetName],8,baltic_pagan_reformed,GetName,named_scope,[baltic_pagan_reformed.GetName],Faerun/Faerun/localisation/HolyFury.csv:7131
[child_of_destiny.GetChamber],8,child_of_destiny,GetChamber,custom,[child_of_destiny.Custom('GetChamber')],Faerun/Faerun/localisation/HolyFury.csv:7881
[child_of_destiny.GetRegionalSmallGameAnimal],8,child_of_destiny,GetRegionalSmallGameAnimal,custom,[child_of_destiny.Custom('GetRegionalSmallGameAnimal')],Faerun/Faerun/localisation/HolyFury.csv:7900
[child_of_destiny.GetSonDaughter],8,child_of_destiny,GetSonDaughter,named_scope,[child_of_destiny.Custom('DaughterSon')],Faerun/Faerun/localisation/HolyFury.csv:7922
[Root.Capital.Culture.GetName],8,Root.Capital.Culture,GetName,mapped,[ROOT.Char.GetCapitalLocation.GetCulture.GetName],Faerun/Faerun/localisation/HolyFury.csv:7942
[Root.Capital.Religion.GetName],8,Root.Capital.Religion,GetName,mapped,[ROOT.Char.GetCapitalLocation.GetFaith.GetName],Faerun/Faerun/localisation/HolyFury.csv:7942
[GetMoorish],8,,GetMoorish,custom,[ROOT.Char.Custom('GetMoorish')],Faerun/Faerun/localisation/HolyFury.csv:8041
[maghreb_arabic.GetName],8,maghreb_arabic,GetName,named_scope,[maghreb_arabic.GetName],Faerun/Faerun/localisation/HolyFury.csv:8044
[society_practice_duelist_target_2.GetFirstName],8,society_practice_duelist_target_2,GetFirstName,named_scope,[society_practice_duelist_target_2.GetFirstName],Faerun/Faerun/localisation/HolyFury.csv:8062
[GetWLCanJoinReligion],8,,GetWLCanJoinReligion,custom,[ROOT.Char.Custom('GetWLCanJoinReligion')],Faerun/Faerun/localisation/HolyFury.csv:8211
[hellenic_pagan_reformed.GetName],8,hellenic_pagan_reformed,GetName,named_scope,[hellenic_pagan_reformed.GetName],Faerun/Faerun/localisation/HolyFury.csv:8221
[fellow_hero_1.GetFirstName],8,fellow_hero_1,GetFirstName,named_scope,[fellow_hero_1.GetFirstName],Faerun/Faerun/localisation/HolyFury.csv:8259
[Root.GetEtEte],8,Root,GetEtEte,custom,[ROOT.Char.Custom('GetEtEte')],Faerun/Faerun/localisation/HolyFury.csv:8315
[target_ruler.Capital.GetName],8,target_ruler.Capital,GetName,named_scope,[target_ruler.GetCapitalLocation.GetName],Faerun/Faerun/localisation/HolyFury.csv:8318
[bloodline_founder.GetRootRelation],8,bloodline_founder,GetRootRelation,custom,[bloodline_founder.Custom('GetRootRelation')],Faerun/Faerun/localisation/HolyFury.csv:8392
[Root.GetWarriorRole],8,Root,GetWarriorRole,custom,[ROOT.Char.Custom('GetWarriorRole')],Faerun/Faerun/localisation/HolyFury.csv:8521
[From.PrimaryTitle.GetAdjective],8,From.PrimaryTitle,GetAdjective,mapped,[ck2_from.GetPrimaryTitle.GetAdjective],Faerun/Faerun/localisation/HolyFury.csv:8615
[fourth_crusade_byzantine_refugee.GetSheHe],8,fourth_crusade_byzantine_refugee,GetSheHe,named_scope,[fourth_crusade_byzantine_refugee.GetSheHe],Faerun/Faerun/localisation/HolyFury.csv:8635
